,Unnamed: 0,Unnamed: 0.1,location,timestamp,tweet,tiny_tweet,tokens,stems
28776,28776,28776,"[,]",2020-05-09 14:24:52+00:00,Cuarentena dia 52: Porque tan elegante ? Hoy vuelve galektro 🎩,Cuarentena Porque elegante vuelve galektro,"['cuarentena', 'porque', 'elegante', 'vuelve', 'galektro']","['cuarenten', 'porqu', 'eleg', 'vuelv', 'galektr']"
28777,28777,28777,"[,]",2020-05-09 14:24:53+00:00,Estoy con alergia desde antes de la cuarentena 😭,Estoy alergia desde antes cuarentena,"['estoy', 'alergia', 'desde', 'antes', 'cuarentena']","['estoy', 'alergi', 'desd', 'antes', 'cuarenten']"
28783,28783,28783,"[,]",2020-05-09 14:25:09+00:00,"Salieron les runners en Caballito, ah pero el problema es el incumplimiento de la cuarentena en las villas...",Salieron runners Caballito pero problema incumplimiento cuarentena villas,"['salieron', 'runners', 'caballito', 'pero', 'problema', 'incumplimiento', 'cuarentena', 'villas']","['sal', 'runners', 'caballit', 'per', 'problem', 'incumpl', 'cuarenten', 'vill']"
28909,28909,28909,"[,]",2020-05-09 14:32:44+00:00,Ojalá la cuarentena siga hasta lo cumpleaños jajaja,Ojal cuarentena siga hasta cumplea jajaja,"['ojal', 'cuarentena', 'siga', 'hasta', 'cumplea', 'jajaja']","['ojal', 'cuarenten', 'sig', 'hast', 'cumple', 'jajaj']"
28919,28919,28919,"[,]",2020-05-09 14:33:05+00:00,La cuarentena nos priva de disfrutar uno de los mejores otoños de los últimos tiempos. Otoño la mejor estácion.,cuarentena priva disfrutar mejores ltimos tiempos mejor cion,"['cuarentena', 'priva', 'disfrutar', 'mejores', 'ltimos', 'tiempos', 'mejor', 'cion']","['cuarenten', 'priv', 'disfrut', 'mejor', 'ltim', 'tiemp', 'mejor', 'cion']"
29017,29017,29017,"[,]",2020-05-09 14:37:47+00:00,"Ey. Entraríamos en la fase 4 de la cuarentena. Yo siempre estoy en la fase 1,  o qué?",Entrar amos fase cuarentena siempre estoy fase,"['entrar', 'amos', 'fase', 'cuarentena', 'siempre', 'estoy', 'fase']","['entrar', 'amos', 'fas', 'cuarenten', 'siempr', 'estoy', 'fas']"
29059,29059,29059,"[,]",2020-05-09 14:39:44+00:00,Peor es no tener plata para comprar cerveza gente yo te tomo una diosa a una corona sin problem cerveza es cerveza jajaja,Peor tener plata para comprar cerveza gente tomo diosa corona problem cerveza cerveza jajaja,"['peor', 'tener', 'plata', 'para', 'comprar', 'cerveza', 'gente', 'tomo', 'diosa', 'corona', 'problem', 'cerveza', 'cerveza', 'jajaja']","['peor', 'ten', 'plat', 'par', 'compr', 'cervez', 'gent', 'tom', 'dios', 'coron', 'problem', 'cervez', 'cervez', 'jajaj']"
29161,29161,29161,"[,]",2020-05-09 14:43:53+00:00,@transitobaires Pero los negocios están abiertos ya  Así que no sé cuál cuarentena seguirá,Pero negocios abiertos cuarentena seguir,"['pero', 'negocios', 'abiertos', 'cuarentena', 'seguir']","['per', 'negoci', 'abiert', 'cuarenten', 'segu']"
29270,29270,29270,"[,]",2020-05-09 14:50:52+00:00,Cuarentena en La Matanza. Total normalidad.,Cuarentena Matanza Total normalidad,"['cuarentena', 'matanza', 'total', 'normalidad']","['cuarenten', 'matanz', 'total', 'normal']"
29288,29288,29288,"[,]",2020-05-09 14:52:13+00:00,Arta d esta cuarentena 😡😡😡😡😡aunq mi vida sigue igual xq voy a trabajar 🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️todo muy aburrido,Arta esta cuarentena aunq vida sigue igual trabajar todo aburrido,"['arta', 'esta', 'cuarentena', 'aunq', 'vida', 'sigue', 'igual', 'trabajar', 'todo', 'aburrido']","['arta', 'esta', 'cuarenten', 'aunq', 'vid', 'sig', 'igual', 'trabaj', 'tod', 'aburr']"
29303,29303,29303,"[,]",2020-05-09 14:53:02+00:00,"@fargosi @TheLibertarius La morsa peluda grasosa, si sigue en cuarentena lo van a tener que sacar x el techo de la casa con una grua",morsa peluda grasosa sigue cuarentena tener sacar techo casa grua,"['morsa', 'peluda', 'grasosa', 'sigue', 'cuarentena', 'tener', 'sacar', 'techo', 'casa', 'grua']","['mors', 'pelud', 'grasos', 'sig', 'cuarenten', 'ten', 'sac', 'tech', 'cas', 'gru']"
29327,29327,29327,"[,]",2020-05-09 14:54:09+00:00,@LuisGasulla El mes que viene arranca Tinelli y se olvidan de todo ...Juan Karr sigue de cuarentena junto con la uKa...!!!!,viene arranca Tinelli olvidan todo Juan Karr sigue cuarentena junto,"['viene', 'arranca', 'tinelli', 'olvidan', 'todo', 'juan', 'karr', 'sigue', 'cuarentena', 'junto']","['vien', 'arranc', 'tinelli', 'olvid', 'tod', 'juan', 'karr', 'sig', 'cuarenten', 'junt']"
29370,29370,29370,"[,]",2020-05-09 14:56:11+00:00,"@alferdez en La Plata no existe tal cuarentena, la gente hace lo que quiere @JulioGarro no existe qué piensan hacer????",Plata existe cuarentena gente hace quiere existe piensan hacer,"['plata', 'existe', 'cuarentena', 'gente', 'hace', 'quiere', 'existe', 'piensan', 'hacer']","['plat', 'exist', 'cuarenten', 'gent', 'hac', 'quier', 'exist', 'piens', 'hac']"
29451,29451,29451,"[,]",2020-05-09 15:00:30+00:00,- Vamos a flexibilizar la cuarentena en el interior.  - El interior:,Vamos flexibilizar cuarentena interior interior,"['vamos', 'flexibilizar', 'cuarentena', 'interior', 'interior']","['vam', 'flexibiliz', 'cuarenten', 'interior', 'interior']"
29591,29591,29591,"[,]",2020-05-09 15:06:52+00:00,@Efecto_Tequila quien Luis ? xq el presidente ahora es Delgado? o al revés es Luis ???  que entrevero tengo será la cuarentena 😂🤣,quien Luis presidente ahora Delgado Luis entrevero tengo cuarentena,"['quien', 'luis', 'presidente', 'ahora', 'delgado', 'luis', 'entrevero', 'tengo', 'cuarentena']","['qui', 'luis', 'president', 'ahor', 'delg', 'luis', 'entrever', 'teng', 'cuarenten']"
29631,29631,29631,"[,]",2020-05-09 15:08:10+00:00,"@ManuSantorito Pero para ir en 2020 descerebrado, sabes cómo se la pinchó el corona pobres pibes",Pero para descerebrado sabes pinch corona pobres pibes,"['pero', 'para', 'descerebrado', 'sabes', 'pinch', 'corona', 'pobres', 'pibes']","['per', 'par', 'descerebr', 'sab', 'pinch', 'coron', 'pobr', 'pib']"
29747,29747,29747,"[,]",2020-05-09 15:13:24+00:00,Cuando vi olas la cuarentena con estilo,Cuando olas cuarentena estilo,"['cuando', 'olas', 'cuarentena', 'estilo']","['cuand', 'olas', 'cuarenten', 'estil']"
29768,29768,29768,"[,]",2020-05-09 15:14:38+00:00,"Nadie va a respetar está fase de la cuarentena, la gente está harta, nadie aguanta un día más, somos presos de este gobierno inmundo.",Nadie respetar fase cuarentena gente harta nadie aguanta somos presos este gobierno inmundo,"['nadie', 'respetar', 'fase', 'cuarentena', 'gente', 'harta', 'nadie', 'aguanta', 'somos', 'presos', 'este', 'gobierno', 'inmundo']","['nadi', 'respet', 'fas', 'cuarenten', 'gent', 'hart', 'nadi', 'aguant', 'som', 'pres', 'este', 'gobiern', 'inmund']"
29773,29773,29773,"[,]",2020-05-09 15:14:43+00:00,"@odonnellmaria pregunta, hoy hablaste de un libro sobre virus y pandemia. Quien era la autora? Gracias!",pregunta hablaste libro sobre virus pandemia Quien autora Gracias,"['pregunta', 'hablaste', 'libro', 'sobre', 'virus', 'pandemia', 'quien', 'autora', 'gracias']","['pregunt', 'habl', 'libr', 'sobr', 'virus', 'pandemi', 'qui', 'autor', 'graci']"
29804,29804,29804,"[,]",2020-05-09 15:16:26+00:00,Menos mal que sigue la cuarentena por que me corte el pelo yo sola,Menos sigue cuarentena corte pelo sola,"['menos', 'sigue', 'cuarentena', 'corte', 'pelo', 'sola']","['men', 'sig', 'cuarenten', 'cort', 'pel', 'sol']"
29831,29831,29831,"[,]",2020-05-09 15:17:38+00:00,"Hola @OficialEdesur, se cortó la luz en #Mataderos.  Es cuarentena. ¿Qué hacemos?  HARTA ES POCO.  Besis",Hola cort #Mataderos cuarentena hacemos HARTA POCO Besis,"['hola', 'cort', '#mataderos', 'cuarentena', 'hacemos', 'harta', 'poco', 'besis']","['hol', 'cort', '#matader', 'cuarenten', 'hac', 'hart', 'poc', 'besis']"
30016,30016,30016,"[,]",2020-05-09 15:26:29+00:00,@vickyy_succurro El diario de la princesa jaja desde que empezó la cuarentena me la mire como 6 veces,diario princesa jaja desde empez cuarentena mire como veces,"['diario', 'princesa', 'jaja', 'desde', 'empez', 'cuarentena', 'mire', 'como', 'veces']","['diari', 'princes', 'jaj', 'desd', 'empez', 'cuarenten', 'mir', 'com', 'vec']"
30032,30032,30032,"[,]",2020-05-09 15:27:57+00:00,Cuando te dicen que vas a pasar tu cumpleaños en cuarentena.,Cuando dicen pasar cumplea cuarentena,"['cuando', 'dicen', 'pasar', 'cumplea', 'cuarentena']","['cuand', 'dic', 'pas', 'cumple', 'cuarenten']"
30046,30046,30046,"[,]",2020-05-09 15:29:06+00:00,"Cuarentena sin cuarentena en CABA! Se va todo a la mierda en 5,4,3,2,1........🤦🏻‍♀️",Cuarentena cuarentena CABA todo mierda,"['cuarentena', 'cuarentena', 'caba', 'todo', 'mierda']","['cuarenten', 'cuarenten', 'cab', 'tod', 'mierd']"
30057,30057,30057,"[,]",2020-05-09 15:29:45+00:00,@MarianoFioriti Apenas salio la cuarentena Pedro hizo un vivo en el Instagram de @SanLorenzo,Apenas salio cuarentena Pedro hizo vivo Instagram,"['apenas', 'salio', 'cuarentena', 'pedro', 'hizo', 'vivo', 'instagram']","['apen', 'sali', 'cuarenten', 'pedr', 'hiz', 'viv', 'instagram']"
30074,30074,30074,"[,]",2020-05-09 15:30:21+00:00,@brunoo_paniagua Se terminaba la cuarentena,terminaba cuarentena,"['terminaba', 'cuarentena']","['termin', 'cuarenten']"
30111,30111,30111,"[,]",2020-05-09 15:34:34+00:00,Los cumples en cuarentena no cuentan... Me quedo con la misma edad 😂,cumples cuarentena cuentan quedo misma edad,"['cumples', 'cuarentena', 'cuentan', 'quedo', 'misma', 'edad']","['cumpl', 'cuarenten', 'cuent', 'qued', 'mism', 'edad']"
30142,30142,30142,"[,]",2020-05-09 15:35:48+00:00,@SrtaTatuajes Sin dudas ....cuarentena eterna,dudas cuarentena eterna,"['dudas', 'cuarentena', 'eterna']","['dud', 'cuarenten', 'etern']"
30197,30197,30197,"[,]",2020-05-09 15:38:51+00:00,Que hermoso dia para estar en una plaza y no en cuarentena,hermoso para estar plaza cuarentena,"['hermoso', 'para', 'estar', 'plaza', 'cuarentena']","['hermos', 'par', 'estar', 'plaz', 'cuarenten']"
30372,30372,30372,"[,]",2020-05-09 15:47:06+00:00,@LoveMaiWorld Jajajaja está cuarentena está volviendo loca a Mai,Jajajaja cuarentena volviendo loca,"['jajajaja', 'cuarentena', 'volviendo', 'loca']","['jajajaj', 'cuarenten', 'volv', 'loc']"
30393,30393,30393,"[,]",2020-05-09 15:48:22+00:00,Esta cuarentena aprendi a cortar pelo de onvre  jajaj mepa que me hago un cursito,Esta cuarentena aprendi cortar pelo onvre jajaj mepa hago cursito,"['esta', 'cuarentena', 'aprendi', 'cortar', 'pelo', 'onvre', 'jajaj', 'mepa', 'hago', 'cursito']","['esta', 'cuarenten', 'aprendi', 'cort', 'pel', 'onvre', 'jajaj', 'mep', 'hag', 'cursit']"
30397,30397,30397,"[,]",2020-05-09 15:48:40+00:00,@matiasmartin @alferdez Veo los sobres desde mi cuarentena 🤦‍♀️,sobres desde cuarentena,"['sobres', 'desde', 'cuarentena']","['sobr', 'desd', 'cuarenten']"
30435,30435,30435,"[,]",2020-05-09 15:50:16+00:00,"@AlfredoDarrigo Se escuchó al profesor de marxismo hablar de "" oferta y demanda"" por la prolongación de la cuarentena...",escuch profesor marxismo hablar oferta demanda prolongaci cuarentena,"['escuch', 'profesor', 'marxismo', 'hablar', 'oferta', 'demanda', 'prolongaci', 'cuarentena']","['escuch', 'profesor', 'marxism', 'habl', 'ofert', 'demand', 'prolongaci', 'cuarenten']"
30483,30483,30483,"[,]",2020-05-09 15:52:13+00:00,@ceciliag7326 @vicdeavalon En qué forma? Si esta cuarentena no se termina más,forma esta cuarentena termina,"['forma', 'esta', 'cuarentena', 'termina']","['form', 'esta', 'cuarenten', 'termin']"
30568,30568,30568,"[,]",2020-05-09 15:55:38+00:00,"es la primera vez que me despierto a esta hora, ya ta, literalmente la cuarentena me arruino",primera despierto esta hora literalmente cuarentena arruino,"['primera', 'despierto', 'esta', 'hora', 'literalmente', 'cuarentena', 'arruino']","['primer', 'despiert', 'esta', 'hor', 'literal', 'cuarenten', 'arruin']"
30671,30671,30671,"[,]",2020-05-09 15:59:49+00:00,"@GeroRJM y bueno, pinto cuando termine la cuarentena",bueno pinto cuando termine cuarentena,"['bueno', 'pinto', 'cuando', 'termine', 'cuarentena']","['buen', 'pint', 'cuand', 'termin', 'cuarenten']"
30718,30718,30718,"[,]",2020-05-09 16:01:33+00:00,Pareciera que levantaron la cuarentena en San Andrés conté 15 jubilados haciendo fila en un Vivero jajaja se pasan 😑,Pareciera levantaron cuarentena Andr cont jubilados haciendo fila Vivero jajaja pasan,"['pareciera', 'levantaron', 'cuarentena', 'andr', 'cont', 'jubilados', 'haciendo', 'fila', 'vivero', 'jajaja', 'pasan']","['parec', 'levant', 'cuarenten', 'andr', 'cont', 'jubil', 'hac', 'fil', 'viver', 'jajaj', 'pas']"
30766,30766,30766,"[,]",2020-05-09 16:04:13+00:00,Si larreta abrió la capital. Rompiendo la cuarentena.,larreta abri capital Rompiendo cuarentena,"['larreta', 'abri', 'capital', 'rompiendo', 'cuarentena']","['larret', 'abri', 'capital', 'romp', 'cuarenten']"
30878,30878,30878,"[,]",2020-05-09 16:09:19+00:00,@HijoAlbanil Yo escuché decir a un médico que el virus Lo vamos a llevar hasta en los bolsillos Por los billetes,escuch decir dico virus vamos llevar hasta bolsillos billetes,"['escuch', 'decir', 'dico', 'virus', 'vamos', 'llevar', 'hasta', 'bolsillos', 'billetes']","['escuch', 'dec', 'dic', 'virus', 'vam', 'llev', 'hast', 'bolsill', 'billet']"
30940,30940,30940,"[,]",2020-05-09 16:11:38+00:00,Leo la palabra masa madre una vez más y me instalo en retiro hasta que el virus me encuentre,palabra masa madre instalo retiro hasta virus encuentre,"['palabra', 'masa', 'madre', 'instalo', 'retiro', 'hasta', 'virus', 'encuentre']","['palabr', 'mas', 'madr', 'instal', 'retir', 'hast', 'virus', 'encuentr']"
30952,30952,30952,"[,]",2020-05-09 16:12:04+00:00,@otakuoscuro Yo ya quiero más pero bueno La Plata y la cuarentena jaja,quiero pero bueno Plata cuarentena jaja,"['quiero', 'pero', 'bueno', 'plata', 'cuarentena', 'jaja']","['quier', 'per', 'buen', 'plat', 'cuarenten', 'jaj']"
31050,31050,31050,"[,]",2020-05-09 16:16:42+00:00,"¿Cuarentena, aislamiento social? Bien, gracias.",Cuarentena aislamiento social Bien gracias,"['cuarentena', 'aislamiento', 'social', 'bien', 'gracias']","['cuarenten', 'aislamient', 'social', 'bien', 'graci']"
31156,31156,31156,"[,]",2020-05-09 16:21:45+00:00,@MalenaStein @alferdez De no salir a la calle hasta que este mas clara la situacion con el virus,salir calle hasta este clara situacion virus,"['salir', 'calle', 'hasta', 'este', 'clara', 'situacion', 'virus']","['sal', 'call', 'hast', 'este', 'clar', 'situacion', 'virus']"
31172,31172,31172,"[,]",2020-05-09 16:22:24+00:00,Tengo el nombre para un teatro de revistas del verano: Rompeme la cuarentena.,Tengo nombre para teatro revistas verano Rompeme cuarentena,"['tengo', 'nombre', 'para', 'teatro', 'revistas', 'verano', 'rompeme', 'cuarentena']","['teng', 'nombr', 'par', 'teatr', 'revist', 'veran', 'rompem', 'cuarenten']"
31181,31181,31181,"[,]",2020-05-09 16:22:38+00:00,Con esta cuarentena estoy entrenando hasta fin de semana y me encanta la verdad kakaka,esta cuarentena estoy entrenando hasta semana encanta verdad kakaka,"['esta', 'cuarentena', 'estoy', 'entrenando', 'hasta', 'semana', 'encanta', 'verdad', 'kakaka']","['esta', 'cuarenten', 'estoy', 'entren', 'hast', 'seman', 'encant', 'verd', 'kakak']"
31183,31183,31183,"[,]",2020-05-09 16:22:39+00:00,No cuento más cuarentena😔,cuento cuarentena,"['cuento', 'cuarentena']","['cuent', 'cuarenten']"
31214,31214,31214,"[,]",2020-05-09 16:24:12+00:00,"@LuciaJara25 @tamiencinas Cuando el corona nos deje, yo me prendo",Cuando corona deje prendo,"['cuando', 'corona', 'deje', 'prendo']","['cuand', 'coron', 'dej', 'prend']"
31370,31370,31370,"[,]",2020-05-09 16:31:40+00:00,@PituMangusa Jajajajaja modo cuarentena activado,Jajajajaja modo cuarentena activado,"['jajajajaja', 'modo', 'cuarentena', 'activado']","['jajajajaj', 'mod', 'cuarenten', 'activ']"
31440,31440,31440,"[,]",2020-05-09 16:34:56+00:00,"En cuarentena también se sacan cosas buenas,arte, destacarlo! Gracias.",cuarentena tambi sacan cosas buenas arte destacarlo Gracias,"['cuarentena', 'tambi', 'sacan', 'cosas', 'buenas', 'arte', 'destacarlo', 'gracias']","['cuarenten', 'tambi', 'sac', 'cos', 'buen', 'arte', 'destac', 'graci']"
31503,31503,31503,"[,]",2020-05-09 16:37:49+00:00,@arynoso Soy vegana de cuarentena. Vivo de los bolsones de huerta 😂,vegana cuarentena Vivo bolsones huerta,"['vegana', 'cuarentena', 'vivo', 'bolsones', 'huerta']","['vegan', 'cuarenten', 'viv', 'bolson', 'huert']"
31558,31558,31558,"[,]",2020-05-09 16:40:03+00:00,"Cuarentena, que? Salieron todos. #BuenSabado",Cuarentena Salieron todos #BuenSabado,"['cuarentena', 'salieron', 'todos', '#buensabado']","['cuarenten', 'sal', 'tod', '#buensab']"
31612,31612,31612,"[,]",2020-05-09 16:42:14+00:00,Al final m estaba quejando al pedo de la cuarentena xq hay gente que ma pasa peor,final estaba quejando pedo cuarentena gente pasa peor,"['final', 'estaba', 'quejando', 'pedo', 'cuarentena', 'gente', 'pasa', 'peor']","['final', 'estab', 'quej', 'ped', 'cuarenten', 'gent', 'pas', 'peor']"
31664,31664,31664,"[,]",2020-05-09 16:44:40+00:00,@Crishucow2 Dale por la cuarentena...bien preparada,Dale cuarentena bien preparada,"['dale', 'cuarentena', 'bien', 'preparada']","['dal', 'cuarenten', 'bien', 'prepar']"
31784,31784,31784,"[,]",2020-05-09 16:50:47+00:00,"@RCachanosky No te cansas de hacer maldades, mira que sos persona de riesgo, no va a ser cosa que encuentres al virus",cansas hacer maldades mira persona riesgo cosa encuentres virus,"['cansas', 'hacer', 'maldades', 'mira', 'persona', 'riesgo', 'cosa', 'encuentres', 'virus']","['cans', 'hac', 'maldad', 'mir', 'person', 'riesg', 'cos', 'encuentr', 'virus']"
31797,31797,31797,"[,]",2020-05-09 16:51:14+00:00,@EODomecq @PelaMatiOK Igual la comporacion fue salud. Tema cuarentena.,Igual comporacion salud Tema cuarentena,"['igual', 'comporacion', 'salud', 'tema', 'cuarentena']","['igual', 'comporacion', 'salud', 'tem', 'cuarenten']"
31809,31809,31809,"[,]",2020-05-09 16:51:45+00:00,"La única ventaja de esta cuarentena es que me he ahorrado un montón de regalos de cumple, lo malo es que se están acumulando",nica ventaja esta cuarentena ahorrado mont regalos cumple malo acumulando,"['nica', 'ventaja', 'esta', 'cuarentena', 'ahorrado', 'mont', 'regalos', 'cumple', 'malo', 'acumulando']","['nic', 'ventaj', 'esta', 'cuarenten', 'ahorr', 'mont', 'regal', 'cumpl', 'mal', 'acumul']"
31819,31819,31819,"[,]",2020-05-09 16:52:15+00:00,@alanfairaa Que boludo te pone la cuarentena,boludo pone cuarentena,"['boludo', 'pone', 'cuarentena']","['bolud', 'pon', 'cuarenten']"
31837,31837,31837,"[,]",2020-05-09 16:53:13+00:00,Debo ser el unico pajero que no rompe la cuarentena🤔,Debo unico pajero rompe cuarentena,"['debo', 'unico', 'pajero', 'rompe', 'cuarentena']","['deb', 'unic', 'pajer', 'romp', 'cuarenten']"
31839,31839,31839,"[,]",2020-05-09 16:53:16+00:00,Hoy me levante harta de la cuarentena.,levante harta cuarentena,"['levante', 'harta', 'cuarentena']","['levant', 'hart', 'cuarenten']"
31891,31891,31891,"[,]",2020-05-09 16:55:32+00:00,No poder abrazar a la nona es lo peor de la cuarentena.,poder abrazar nona peor cuarentena,"['poder', 'abrazar', 'nona', 'peor', 'cuarentena']","['pod', 'abraz', 'non', 'peor', 'cuarenten']"
31907,31907,31907,"[,]",2020-05-09 16:56:30+00:00,"@AngelaBlones Me encantaría amiga✨ apenas podamos dejar la cuarentena, veámonos, tengo abrazos para ti 🙏",encantar amiga apenas podamos dejar cuarentena monos tengo abrazos para,"['encantar', 'amiga', 'apenas', 'podamos', 'dejar', 'cuarentena', 'monos', 'tengo', 'abrazos', 'para']","['encant', 'amig', 'apen', 'pod', 'dej', 'cuarenten', 'mon', 'teng', 'abraz', 'par']"
